2.222222222222220993e+10,6.666666666666658401e+09,6.666666666666658401e+09,-8.888888888888866425e+09,0.000000000000000000e+00,0.000000000000000000e+00,4.444444444444442749e+09,0.000000000000000000e+00,3.333333333333328724e+09,-7.777777777777771950e+09,-6.666666666666656494e+09,0.000000000000000000e+00,4.444444444444449425e+09,3.333333333333329678e+09,0.000000000000000000e+00,-7.777777777777782440e+09,0.000000000000000000e+00,-6.666666666666659355e+09,-1.111111111111110926e+09,0.000000000000000000e+00,0.000000000000000000e+00,-5.555555555555556297e+09,-3.333333333333326817e+09,-3.333333333333327770e+09
6.666666666666658401e+09,2.222222222222219849e+10,6.666666666666658401e+09,0.000000000000000000e+00,4.444444444444442749e+09,3.333333333333328724e+09,0.000000000000000000e+00,-8.888888888888874054e+09,0.000000000000000000e+00,-6.666666666666656494e+09,-7.777777777777775764e+09,0.000000000000000000e+00,3.333333333333329678e+09,4.444444444444452286e+09,0.000000000000000000e+00,0.000000000000000000e+00,-1.111111111111112595e+09,0.000000000000000000e+00,0.000000000000000000e+00,-7.777777777777783394e+09,-6.666666666666655540e+09,-3.333333333333326817e+09,-5.555555555555555344e+09,-3.333333333333327770e+09
6.666666666666658401e+09,6.666666666666658401e+09,2.222222222222219467e+10,0.000000000000000000e+00,3.333333333333328724e+09,4.444444444444443703e+09,3.333333333333328724e+09,0.000000000000000000e+00,4.444444444444443703e+09,0.000000000000000000e+00,0.000000000000000000e+00,-1.111111111111111164e+09,0.000000000000000000e+00,0.000000000000000000e+00,-8.888888888888877869e+09,-6.666666666666659355e+09,0.000000000000000000e+00,-7.777777777777780533e+09,0.000000000000000000e+00,-6.666666666666655540e+09,-7.777777777777780533e+09,-3.333333333333327770e+09,-3.333333333333327770e+09,-5.555555555555558205e+09
-8.888888888888866425e+09,0.000000000000000000e+00,0.000000000000000000e+00,2.222222222222219086e+10,-6.666666666666657448e+09,-6.666666666666657448e+09,-7.777777777777771950e+09,6.666666666666658401e+09,0.000000000000000000e+00,4.444444444444441795e+09,0.000000000000000000e+00,-3.333333333333328247e+09,-7.777777777777776718e+09,0.000000000000000000e+00,6.666666666666657448e+09,4.444444444444441795e+09,-3.333333333333328724e+09,0.000000000000000000e+00,-5.555555555555562973e+09,3.333333333333330154e+09,3.333333333333328247e+09,-1.111111111111106157e+09,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.444444444444442749e+09,3.333333333333328724e+09,-6.666666666666657448e+09,2.222222222222220993e+10,6.666666666666657448e+09,6.666666666666658401e+09,-7.777777777777774811e+09,0.000000000000000000e+00,0.000000000000000000e+00,-8.888888888888877869e+09,0.000000000000000000e+00,0.000000000000000000e+00,-1.111111111111108780e+09,0.000000000000000000e+00,-3.333333333333328724e+09,4.444444444444437027e+09,0.000000000000000000e+00,3.333333333333330154e+09,-5.555555555555559158e+09,-3.333333333333329678e+09,0.000000000000000000e+00,-7.777777777777765274e+09,-6.666666666666656494e+09
0.000000000000000000e+00,3.333333333333328724e+09,4.444444444444443703e+09,-6.666666666666657448e+09,6.666666666666657448e+09,2.222222222222220230e+10,0.000000000000000000e+00,0.000000000000000000e+00,-1.111111111111108780e+09,-3.333333333333328247e+09,0.000000000000000000e+00,4.444444444444437981e+09,6.666666666666657448e+09,0.000000000000000000e+00,-7.777777777777779579e+09,0.000000000000000000e+00,0.000000000000000000e+00,-8.888888888888875961e+09,3.333333333333328247e+09,-3.333333333333329678e+09,-5.555555555555558205e+09,0.000000000000000000e+00,-6.666666666666656494e+09,-7.777777777777764320e+09
4.444444444444442749e+09,0.000000000000000000e+00,3.333333333333328724e+09,-7.777777777777771950e+09,6.666666666666658401e+09,0.000000000000000000e+00,2.222222222222221375e+10,-6.666666666666656494e+09,6.666666666666654587e+09,-8.888888888888875961e+09,0.000000000000000000e+00,0.000000000000000000e+00,-1.111111111111108065e+09,0.000000000000000000e+00,0.000000000000000000e+00,-5.555555555555560112e+09,3.333333333333330631e+09,-3.333333333333330154e+09,4.444444444444437981e+09,-3.333333333333328247e+09,0.000000000000000000e+00,-7.777777777777766228e+09,0.000000000000000000e+00,-6.666666666666656494e+09
0.000000000000000000e+00,-8.888888888888875961e+09,0.000000000000000000e+00,6.666666666666658401e+09,-7.777777777777776718e+09,0.000000000000000000e+00,-6.666666666666656494e+09,2.222222222222219467e+10,-6.666666666666655540e+09,0.000000000000000000e+00,4.444444444444440842e+09,-3.333333333333328247e+09,0.000000000000000000e+00,-7.777777777777779579e+09,6.666666666666654587e+09,3.333333333333330631e+09,-5.555555555555560112e+09,3.333333333333328247e+09,-3.333333333333328247e+09,4.444444444444440842e+09,0.000000000000000000e+00,0.000000000000000000e+00,-1.111111111111107588e+09,0.000000000000000000e+00
3.333333333333328724e+09,0.000000000000000000e+00,4.444444444444443703e+09,0.000000000000000000e+00,0.000000000000000000e+00,-1.111111111111108780e+09,6.666666666666654587e+09,-6.666666666666655540e+09,2.222222222222219467e+10,0.000000000000000000e+00,-3.333333333333328247e+09,4.444444444444439888e+09,0.000000000000000000e+00,6.666666666666654587e+09,-7.777777777777775764e+09,-3.333333333333330154e+09,3.333333333333328247e+09,-5.555555555555561066e+09,0.000000000000000000e+00,0.000000000000000000e+00,-8.888888888888875961e+09,-6.666666666666656494e+09,0.000000000000000000e+00,-7.777777777777770042e+09
-7.777777777777771950e+09,-6.666666666666656494e+09,0.000000000000000000e+00,4.444444444444443703e+09,0.000000000000000000e+00,-3.333333333333327770e+09,-8.888888888888875961e+09,0.000000000000000000e+00,0.000000000000000000e+00,2.222222222222219849e+10,6.666666666666658401e+09,-6.666666666666655540e+09,-5.555555555555559158e+09,-3.333333333333329201e+09,3.333333333333328724e+09,-1.111111111111110210e+09,0.000000000000000000e+00,0.000000000000000000e+00,-7.777777777777774811e+09,0.000000000000000000e+00,6.666666666666657448e+09,4.444444444444441795e+09,3.333333333333327293e+09,0.000000000000000000e+00
-6.666666666666656494e+09,-7.777777777777775764e+09,0.000000000000000000e+00,0.000000000000000000e+00,-8.888888888888877869e+09,0.000000000000000000e+00,0.000000000000000000e+00,4.444444444444440842e+09,-3.333333333333327770e+09,6.666666666666658401e+09,2.222222222222220230e+10,-6.666666666666658401e+09,-3.333333333333329201e+09,-5.555555555555555344e+09,3.333333333333329201e+09,0.000000000000000000e+00,-7.777777777777776718e+09,6.666666666666659355e+09,0.000000000000000000e+00,-1.111111111111112356e+09,0.000000000000000000e+00,3.333333333333327293e+09,4.444444444444444656e+09,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.111111111111110926e+09,-3.333333333333327770e+09,0.000000000000000000e+00,4.444444444444438934e+09,0.000000000000000000e+00,-3.333333333333327770e+09,4.444444444444439888e+09,-6.666666666666655540e+09,-6.666666666666658401e+09,2.222222222222218704e+10,3.333333333333328724e+09,3.333333333333329201e+09,-5.555555555555557251e+09,0.000000000000000000e+00,6.666666666666659355e+09,-7.777777777777775764e+09,6.666666666666657448e+09,0.000000000000000000e+00,-7.777777777777774811e+09,0.000000000000000000e+00,0.000000000000000000e+00,-8.888888888888877869e+09
4.444444444444448471e+09,3.333333333333329678e+09,0.000000000000000000e+00,-7.777777777777776718e+09,0.000000000000000000e+00,6.666666666666658401e+09,-1.111111111111108541e+09,0.000000000000000000e+00,0.000000000000000000e+00,-5.555555555555557251e+09,-3.333333333333329201e+09,3.333333333333329201e+09,2.222222222222220993e+10,6.666666666666657448e+09,-6.666666666666655540e+09,-8.888888888888870239e+09,0.000000000000000000e+00,0.000000000000000000e+00,4.444444444444438934e+09,0.000000000000000000e+00,-3.333333333333329201e+09,-7.777777777777771950e+09,-6.666666666666657448e+09,0.000000000000000000e+00
3.333333333333329678e+09,4.444444444444451332e+09,0.000000000000000000e+00,0.000000000000000000e+00,-1.111111111111108780e+09,0.000000000000000000e+00,0.000000000000000000e+00,-7.777777777777779579e+09,6.666666666666655540e+09,-3.333333333333329201e+09,-5.555555555555555344e+09,3.333333333333329678e+09,6.666666666666657448e+09,2.222222222222219467e+10,-6.666666666666654587e+09,0.000000000000000000e+00,4.444444444444438934e+09,-3.333333333333329678e+09,0.000000000000000000e+00,-8.888888888888874054e+09,0.000000000000000000e+00,-6.666666666666657448e+09,-7.777777777777776718e+09,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-8.888888888888877869e+09,6.666666666666658401e+09,0.000000000000000000e+00,-7.777777777777778625e+09,0.000000000000000000e+00,6.666666666666655540e+09,-7.777777777777775764e+09,3.333333333333329201e+09,3.333333333333329678e+09,-5.555555555555557251e+09,-6.666666666666655540e+09,-6.666666666666654587e+09,2.222222222222219467e+10,0.000000000000000000e+00,-3.333333333333329678e+09,4.444444444444444656e+09,-3.333333333333329201e+09,0.000000000000000000e+00,4.444444444444440842e+09,0.000000000000000000e+00,0.000000000000000000e+00,-1.111111111111109257e+09
-7.777777777777782440e+09,0.000000000000000000e+00,-6.666666666666659355e+09,4.444444444444441795e+09,-3.333333333333328724e+09,0.000000000000000000e+00,-5.555555555555560112e+09,3.333333333333329678e+09,-3.333333333333330154e+09,-1.111111111111110449e+09,0.000000000000000000e+00,0.000000000000000000e+00,-8.888888888888870239e+09,0.000000000000000000e+00,0.000000000000000000e+00,2.222222222222219849e+10,-6.666666666666658401e+09,6.666666666666658401e+09,-7.777777777777776718e+09,6.666666666666659355e+09,0.000000000000000000e+00,4.444444444444445610e+09,0.000000000000000000e+00,3.333333333333327770e+09
0.000000000000000000e+00,-1.111111111111112118e+09,0.000000000000000000e+00,-3.333333333333328724e+09,4.444444444444437981e+09,0.000000000000000000e+00,3.333333333333329678e+09,-5.555555555555560112e+09,3.333333333333328247e+09,0.000000000000000000e+00,-7.777777777777776718e+09,6.666666666666659355e+09,0.000000000000000000e+00,4.444444444444438934e+09,-3.333333333333329678e+09,-6.666666666666658401e+09,2.222222222222220230e+10,-6.666666666666657448e+09,6.666666666666659355e+09,-7.777777777777779579e+09,0.000000000000000000e+00,0.000000000000000000e+00,-8.888888888888875961e+09,0.000000000000000000e+00
-6.666666666666659355e+09,0.000000000000000000e+00,-7.777777777777780533e+09,0.000000000000000000e+00,0.000000000000000000e+00,-8.888888888888875961e+09,-3.333333333333330154e+09,3.333333333333328247e+09,-5.555555555555561066e+09,0.000000000000000000e+00,6.666666666666659355e+09,-7.777777777777775764e+09,0.000000000000000000e+00,-3.333333333333329678e+09,4.444444444444444656e+09,6.666666666666658401e+09,-6.666666666666657448e+09,2.222222222222220230e+10,0.000000000000000000e+00,0.000000000000000000e+00,-1.111111111111111879e+09,3.333333333333327770e+09,0.000000000000000000e+00,4.444444444444446564e+09
-1.111111111111110926e+09,0.000000000000000000e+00,0.000000000000000000e+00,-5.555555555555562973e+09,3.333333333333330154e+09,3.333333333333329201e+09,4.444444444444437981e+09,-3.333333333333328247e+09,0.000000000000000000e+00,-7.777777777777774811e+09,0.000000000000000000e+00,6.666666666666657448e+09,4.444444444444439888e+09,0.000000000000000000e+00,-3.333333333333329201e+09,-7.777777777777777672e+09,6.666666666666660309e+09,0.000000000000000000e+00,2.222222222222220993e+10,-6.666666666666657448e+09,-6.666666666666656494e+09,-8.888888888888875961e+09,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-7.777777777777785301e+09,-6.666666666666655540e+09,3.333333333333330154e+09,-5.555555555555559158e+09,-3.333333333333329201e+09,-3.333333333333328247e+09,4.444444444444439888e+09,0.000000000000000000e+00,0.000000000000000000e+00,-1.111111111111112595e+09,0.000000000000000000e+00,0.000000000000000000e+00,-8.888888888888874054e+09,0.000000000000000000e+00,6.666666666666660309e+09,-7.777777777777778625e+09,0.000000000000000000e+00,-6.666666666666657448e+09,2.222222222222220230e+10,6.666666666666658401e+09,0.000000000000000000e+00,4.444444444444446564e+09,3.333333333333329201e+09
0.000000000000000000e+00,-6.666666666666655540e+09,-7.777777777777780533e+09,3.333333333333329201e+09,-3.333333333333329201e+09,-5.555555555555558205e+09,0.000000000000000000e+00,0.000000000000000000e+00,-8.888888888888874054e+09,6.666666666666657448e+09,0.000000000000000000e+00,-7.777777777777773857e+09,-3.333333333333329201e+09,0.000000000000000000e+00,4.444444444444440842e+09,0.000000000000000000e+00,0.000000000000000000e+00,-1.111111111111112118e+09,-6.666666666666656494e+09,6.666666666666658401e+09,2.222222222222219849e+10,0.000000000000000000e+00,3.333333333333329201e+09,4.444444444444444656e+09
-5.555555555555556297e+09,-3.333333333333326817e+09,-3.333333333333327770e+09,-1.111111111111106396e+09,0.000000000000000000e+00,0.000000000000000000e+00,-7.777777777777768135e+09,0.000000000000000000e+00,-6.666666666666657448e+09,4.444444444444442749e+09,3.333333333333327293e+09,0.000000000000000000e+00,-7.777777777777770996e+09,-6.666666666666658401e+09,0.000000000000000000e+00,4.444444444444445610e+09,0.000000000000000000e+00,3.333333333333327770e+09,-8.888888888888874054e+09,0.000000000000000000e+00,0.000000000000000000e+00,2.222222222222219467e+10,6.666666666666660309e+09,6.666666666666660309e+09
-3.333333333333326817e+09,-5.555555555555553436e+09,-3.333333333333327770e+09,0.000000000000000000e+00,-7.777777777777764320e+09,-6.666666666666657448e+09,0.000000000000000000e+00,-1.111111111111107588e+09,0.000000000000000000e+00,3.333333333333327293e+09,4.444444444444445610e+09,0.000000000000000000e+00,-6.666666666666658401e+09,-7.777777777777775764e+09,0.000000000000000000e+00,0.000000000000000000e+00,-8.888888888888875961e+09,0.000000000000000000e+00,0.000000000000000000e+00,4.444444444444446564e+09,3.333333333333329201e+09,6.666666666666660309e+09,2.222222222222220230e+10,6.666666666666660309e+09
-3.333333333333327770e+09,-3.333333333333327770e+09,-5.555555555555558205e+09,0.000000000000000000e+00,-6.666666666666657448e+09,-7.777777777777764320e+09,-6.666666666666657448e+09,0.000000000000000000e+00,-7.777777777777770042e+09,0.000000000000000000e+00,0.000000000000000000e+00,-8.888888888888875961e+09,0.000000000000000000e+00,0.000000000000000000e+00,-1.111111111111109257e+09,3.333333333333327770e+09,0.000000000000000000e+00,4.444444444444447517e+09,0.000000000000000000e+00,3.333333333333329201e+09,4.444444444444445610e+09,6.666666666666660309e+09,6.666666666666660309e+09,2.222222222222220230e+10
